candidate_email_address,applied_for
charles.boyer@protonmail.com,https://www.welcometothejungle.com/fr/companies/dailymotion/jobs/director-of-sales-account-executive-m-f-d_chicago_DAILY_Jg97Qw4
constance.dupont@yandex.com,https://www.welcometothejungle.com/fr/companies/easymovie/jobs/global-sales-enablement-specialist-v-i-e_new-york
elise.denis@gmail.com,https://www.welcometothejungle.com/fr/companies/dna-script/jobs/customer-service-representative_south-san-francisco
ezio.lambert@gmx.us,https://www.welcometothejungle.com/fr/companies/frenchfounders/jobs/relationship-manager_new-york
kylian.lemaire@protonmail.ch,https://www.welcometothejungle.com/fr/companies/dna-script/jobs/hardware-support-engineer-m-f_south-san-francisco
milann.bonnet@gmx.com,https://www.welcometothejungle.com/fr/companies/branded/jobs/brand-director-supplements_new-york
celia.duval@gmail.com,https://www.welcometothejungle.com/fr/companies/dna-script/jobs/electrical-engineer-m-f_south-san-francisco
marie.francois@gmx.us,https://www.welcometothejungle.com/fr/companies/dailymotion/jobs/publisher-account-manager_new-york
adrien.joly@yahoo.com,https://www.welcometothejungle.com/fr/companies/easymile/jobs/deployment-engineer-lexington-ky-12-months_denver
ella.martinez@protonmail.ch,https://www.welcometothejungle.com/fr/companies/easymile/jobs/mechanical-engineer_denver
amelia.gautier@zoho.com,https://www.welcometothejungle.com/fr/companies/yoobic/jobs/pipeline-gbdr_new-york
issa.roger@gmx.us,https://www.welcometothejungle.com/fr/companies/sketchfab/jobs/marketplace-associate_paris
elsa.bourgeois@zoho.com,https://www.welcometothejungle.com/fr/companies/sketchfab/jobs/sales-development-representative_new-york
mahe.roche@gmx.com,https://www.welcometothejungle.com/fr/companies/sketchfab/jobs/customer-success-manager_new-york
matteo.renaud@protonmail.ch,https://www.welcometothejungle.com/fr/companies/sketchfab/jobs/business-development-intern_new-york
thiago.roy@outlook.com,https://www.welcometothejungle.com/fr/companies/sketchfab/jobs/account-executive_new-york
lisa.lemoine@icloud.com,https://www.welcometothejungle.com/fr/companies/easymile/jobs/deployment-engineer-washington-dc_denver
alexis.noel@yahoo.com,https://www.welcometothejungle.com/fr/companies/adore-me/jobs/purchasing-associate_new-york
romeo.picard@protonmail.ch,https://www.welcometothejungle.com/fr/companies/branded/jobs/tik-tok-editor_new-york
abel.meyer@aol.com,https://www.welcometothejungle.com/fr/companies/tissium/jobs/senior-product-manager-nerve-solutions_boston
aylan.gaillard@icloud.com,https://www.welcometothejungle.com/fr/companies/klaxoon/jobs/customer-support-representative_boston-massachussetts-usa
jean.lucas@gmx.com,https://www.welcometothejungle.com/fr/companies/branded/jobs/brand-manager_new-york
david.philippe@gmail.com,https://www.welcometothejungle.com/fr/companies/branded/jobs/social-media-and-influencer-manager_new-york
salome.meunier@zoho.com,https://www.welcometothejungle.com/fr/companies/cardiologs/jobs/clinical-program-manager-us_boston
emmy.leclercq@aol.com,https://www.welcometothejungle.com/fr/companies/dna-script/jobs/purchasing-manager-critical-items_south-san-francisco
albane.jean@gmail.com,https://www.welcometothejungle.com/fr/companies/dna-script/jobs/contract-commercial-counsel-m-f_south-san-francisco
esteban.lacroix@zoho.com,https://www.welcometothejungle.com/fr/companies/cardiologs/jobs/software-engineer-front-end-mobile_boston
soline.perez@yandex.com,https://www.welcometothejungle.com/fr/companies/cardiologs/jobs/software-engineer-full-stack_boston
antonin.fabre@protonmail.ch,https://www.welcometothejungle.com/fr/companies/branded/jobs/copywriter_new-york_BRAND_eXzg4xK
sandro.marchand@icloud.com,https://www.welcometothejungle.com/fr/companies/exotec-solutions/jobs/maintenance-technician-us_atlanta
hamza.dupuis@protonmail.ch,https://www.welcometothejungle.com/fr/companies/klaxoon/jobs/business-development-representative-bdr-remote_usa
lucien.dufour@gmx.us,https://www.welcometothejungle.com/fr/companies/yoobic/jobs/strategic-sales-director-new-york-or-remote_new-york
kenzo.olivier@hotmail.com,https://www.welcometothejungle.com/fr/companies/antea-group-france/jobs/technicien-prelevements-mesures-air-69-h-f_lyons
nora.blanchard@protonmail.com,https://www.welcometothejungle.com/fr/companies/yoobic/jobs/velocity-sales-executive_new-york
noham.rodriguez@aol.com,https://www.welcometothejungle.com/fr/companies/letsignit/jobs/sdr-sales-development-representative_seattle
younes.marie@hotmail.com,https://www.welcometothejungle.com/fr/companies/letsignit/jobs/inside-sales-mid-market_seattle
lorenzo.dasilva@outlook.com,https://www.welcometothejungle.com/fr/companies/fabernovel/jobs/project-analyst-in-san-francisco_san-francisco
melina.barbier@gmail.com,https://www.welcometothejungle.com/fr/companies/jus-mundi/jobs/general-counsel_paris
diane.hubert@yahoo.com,https://www.welcometothejungle.com/fr/companies/skeepers/jobs/account-executive-smb-us-f-h_boston
